selection_order,cn_selection_rank,selection_score_sha256,mol_id,fold,metal,cn,graph_sha256,source_member,source_payload_sha256,candidate_count,repeated_payload_group_sizes,legal_ligand_group_sizes,donor_rank_orbit_sizes,in_general_n1000
782,561,256a5eeaea67515abba80926ee645c04903cd98d3fbe3255084703d4d2e039eb,XEZWEI,2,Fe,4,97748ed4cb7e8d1a47e148b65f9f92a21cc2fe7c15ffe672a2ad0028ef11555a,xyz/XEZWEI.xyz,be91cd53d497ec0f94fcee171b8003cc391934970a9a8ecc980399c98aeff389,6,[3],[3],[],False
783,562,258501109e8b5311cf535654007cd2ed6c8c9a1e50f27d11100a25b4c0fde556,UZEBIL,1,Pd,4,2c6fcb9369c65c9e1ec9a759e59c77eeabb79f8301a6f771fc2c362d48f7e84b,xyz/UZEBIL.xyz,73bb1ad369d602da9e403ec72980e206454eb6346b852c4bd3897cb560bd4453,4,"[2,2]","[2,2]",[],True
784,563,2593856cc5b02ca2bb2fe633b0558d0f8f5b1cfb6902e16e888d59b31f0692cc,CINMEU,1,Ni,4,5822cb0bd8c187bb81ca3d15c7977c0b468763e87aea3b891fd34c6606f32c6e,xyz/CINMEU.xyz,557336fe06e32fdaf1fc48ae83861cce226582eb3b966a0b161b85c09a638df7,2,[2],[2],[],False
785,564,259c83008d465cdb43459d19d13565de4c3af7ac16d68b73519787366d4762c3,EFUZAG,0,Pd,4,d35df00293f138b4c56b6b955717f3f4716d0b812b86198f54a25f328b8539a9,xyz/EFUZAG.xyz,d0e4d72e5c1e1e0090a17e6a9575bfc8e781c342cdc4abee1b79e4b139afcdd7,2,[2],[2],[],False
786,565,259f13f5b675436a0160586104d736900b5d2a6159d79823156772a6feb9cafe,HAVBOW,1,Zn,4,5124c2b24a3ae3cd94c09fc8351a1027527fe9bbdbcd96fadff97b2e6281541b,xyz/HAVBOW.xyz,2054bfd41798b4b3de4f6911a380d751fc7c3bdcfb1c1e6396839bb12a72aa76,2,[2],[2],[],False
787,566,25b6a6ad9f884760852f083eb7c95d5b479cd0ddc6aa476fd4c730f0b6200634,JIBHOV,3,Ni,4,749fc833d7d361daf0ca1fca36977ee741628d6d7bff0699ccbc69cc943a41fd,xyz/JIBHOV.xyz,275f30d240460e7664bf70c3238e6f476f940e82b6aee340300e700617563d9c,2,[2],[2],[],False
788,160,25bd246646f5d2c004d190ac602e33e1b6cdf3c2307281bcbeca80226945aca4,JUKNOS,2,Fe,6,9cead4be794bbcd60f8352b2d9f36983c08853e6660948eeab5c737fbc51b91e,xyz/JUKNOS.xyz,c42cc883aabc33ec50ac30b46996436847d0248399b24672fdc669ca9e544d44,48,"[4,2]","[4,2]",[],True
789,567,25c33a967913920bfdd796a3d51a4bc5c216d98932947d2c3bcb4501b8099ad0,USOKOF,0,Pd,4,49e4f43cfae01a07eec07781623223b4917abfbd23be7351b61e664cf700a27e,xyz/USOKOF.xyz,4da008fdedf8adf3b438dff9169777510cc723794c80614226cec1b931227cfc,2,[],[],[2],False
790,161,25c86ee32f6fd991c7d597e9f8eb5846e3bbea7941b38d05cf38162b2be4755d,YUCHEL,2,Ir,6,8ab64afb45f45af5020bbf3798813a0226edb35a00a763465764608b0c55708b,xyz/YUCHEL.xyz,6498e940cbe82961517b9882bb36b05fef013b5f7736af26aa204ce12d887f5b,2,[2],[2],[],True
791,568,25cee4e233496101080440fd918615a7538aef7f3ea049e0862288f344436be0,EMUKEC,3,Zn,4,611e66c008fd28ccc6bf532e49b74953225a9e45dcfab5cea08171a9222ece0f,xyz/EMUKEC.xyz,c000f12c31cea0d0cde14f5857c4c6de7622e10e102391ed4e5c0b470222519e,4,[2],[2],[2],False
792,569,25d7cd0a12451432bf51514b3b690de851080e267d7b11d4bd030b4a4573d6b7,DUFYAE,2,Pd,4,f1a0d5e945b7c1aaa183900247aa5e17101a801b1b2c030bd45dca8fb0e6d1bc,xyz/DUFYAE.xyz,e38778c4b6bae18a23e3d7b126a11c3ab2c9cd530ebeb6e95884ce462012ad53,4,"[2,2]","[2,2]",[],False
793,570,25d8739e11368f2ada7e815a309b469aaca7a62e4171b11a3f6a6b7ddbf7c419,TAYXEA,3,Zn,4,cef27b23e132c45275f530a3b899e286a087993e86e89d419d4fd5d8dd49ee72,xyz/TAYXEA.xyz,b9c7d20500b024102b8cac831e84c341e3b0252631da94dd9d78aabb7442b550,2,[2],[2],[],False
794,162,25d9559818a770c4a98d5bee68de7abcc65b6d97443517b9996fabf6db38f5bf,ZEPQAP,4,Zn,6,f0497ead82ba24edf6d347121468f6189125c7b65fee1d9184ecc1a9e6e7b00d,xyz/ZEPQAP.xyz,be03f04853167401624ac71473c0846091f05af1f1b6bbcf6ab699a757dbf8d1,4,[2],[2],[2],False
795,571,25e8bae2dde11b7cf63a69acb5cd74688309250000ee7fb8ec7a2f2164a7d6d2,VIFNIJ,1,Zn,4,3a1df86429c576633fafb54eeee6ad1cda2822901907d9513285c80f63f2da56,xyz/VIFNIJ.xyz,904e09623373080f0b1f3eda876c4ba56a14ec290f26d1d7e2b082ce0a39ca37,2,[2],[2],[],False
796,572,25f31b461e317844a489827d5bc34ec17ae21a3905fba80d7952cf08e32bffff,FOQPOQ,0,Pt,4,5e17ce5e2af75adb0457f2a3156499c5bbcd96ece4acebe239cffc7ea9eeadd9,xyz/FOQPOQ.xyz,7bc110c03079c9dad90812162b3fc75c87cdca3c68f3dad6bc86e7249a811f06,4,"[2,2]","[2,2]",[],False
797,573,25f3b97e938fe27efaa33e6e5732bf65df2a93d2b333756f6ba4dbe2a11f5904,CAHCOE,3,Pt,4,bcdfa8ce854a37f8dcfe7c6d094abf5bf8036f54cb62198eba93a9585b9ce72d,xyz/CAHCOE.xyz,de70c2fe06fe9fad8ebbb0217a56215004affb8e142116cb35c727af60ba01cc,6,[3],[3],[],False
798,574,25f5ee786f391e5e62850da095e36987bcd6e46c492186ba7bb74576dace4ad3,FOKTAC,2,Pt,4,659323c2d5decc45548637d5e00b03249a966848e3e4ef85a670015f7e19c51c,xyz/FOKTAC.xyz,a8f12d31496aeba2dfbf2d460616fa506730a8707a02992b2cae2cb0b0639be0,2,[2],[2],[],False
799,163,26095de868aa31e2bf9e8aa8576d81512df8c770db5a1ac157e11c2cc8db12ad,WOBQOV,0,Ir,6,a4011debc10e919f0646abc7795d0a179ae5a4c7d90ecf12f8acf5b140f0ef40,xyz/WOBQOV.xyz,79e7fbb78bf919f5138af02b65c493aa1e08b5567e0f2779788da66174a2ce0b,2,[2],[2],[],True
800,575,260b378de37a395721a55056be73967e3bef3cabbb446630ccf33cba53ef111f,FUZSEZ,1,Pd,4,68edd885d6417656c9b33a1b9f9295e0a2f4835935caca9014d58c2a4a9a6cd6,xyz/FUZSEZ.xyz,fa80751abb0190a56f7d846564751acea8cf989ba994870a2c4cad3280ea943c,4,"[2,2]","[2,2]",[],False
801,576,260e65668d296b37e8e024ecf9dd89c0d4668f58b9510a8a5f191c80d2ffb075,MOBJUK,2,Ni,4,67e16c9ce3f5abecd5befb06f9a18a5a4fa486a2cceecb94592c52f1d2e9f043,xyz/MOBJUK.xyz,debd8e837dc526cbb97eb48ac41cb919a088108d763a8e67acfa4c4d4c7b2a5f,2,[2],[2],[],False
802,577,261af2903f646a6379b98b37541d4ab3b60a08c5a2a36e109318a7ea3f5982f1,NOQFUX,4,Pt,4,7f981cad1a245091c02234f3f1d1e9df842acb9a47f1cc024f8539635cf254d8,xyz/NOQFUX.xyz,72e5ff3a11b2c377ae96563b33d4e780a94be3808be8cf02a6dd05e49603d7b8,4,"[2,2]","[2,2]",[],False
803,578,26232ec739489a23f0429f92b723b4386125db0150acdded823bbd00e40442dd,YOCZEW,0,Cu,4,20cbe056fc4c31399e66ec280446a8109ffbe247f9088fe5d50867573b3cc15b,xyz/YOCZEW.xyz,ef246112fc562786228b9ac7af76290b5a0928d85adb9630d49f06a21486154b,2,[2],[2],[],False
804,579,26322b15bdb3187c223bf05ef4067462ab3a8c3d248817ae335e5984b83bc31e,WECGOD,2,Pd,4,5523dd169fe8b03e07c67f37c515ee796ccd51f4a03775c519344267020a64d9,xyz/WECGOD.xyz,0f2eb76130603009fa107b19e07e0e0feca94cbdee011b01f5927cdf5b30a092,2,[2],[2],[],False
805,580,26355260defca4811072b978f66ae0f683bf9955f2f7953334864d6d0ff3eac6,LEKVOO,3,Ni,4,dadb7db61bcc62af74ec95e6e1b6c7272f6a5e9760c35b7d1c826a0132b496f5,xyz/LEKVOO.xyz,7e0a9d76f3d8937ae7c2a04af8d45e8763eaaa7cd6394b871ba86b908838c125,4,"[2,2]","[2,2]",[],False
806,581,263fc9e8e590e82a8deeabe76fa14b90455fe9d70e4acf1b6f13ff1f8d49b316,XOXMAY,2,Pd,4,b27185abe50230fcf0a90168d2adf505bf9ab82768d141df4b6e3b562fa324e6,xyz/XOXMAY.xyz,10ea8404fe6858896fcf80b82f8788df53ef54fcc908d222f4b945b6d0dec29c,4,"[2,2]","[2,2]",[],False
807,582,2646af4d042fb6b1419649aca4328199295cf694f8aba057f2a798552868a50a,IYURAW,1,Pt,4,bda0f0cd5cd0bf10d527f34c412a5eea538d34b7c5d9d76affe31567a4926e8c,xyz/IYURAW.xyz,26ce085fdaba31dc6daf95b5eda41258436e17724529391295f14116c8335f97,2,[],[],[2],False
808,583,264c711200ae78265ddfd3f86b832aa27421b2d31aba118c0095636e3bb44406,OKEXUZ,2,Zn,4,fc3f68604b9d00eedae607ee7f3108a3bfeba0c298b7fb96f39d53f6f61c4a1d,xyz/OKEXUZ.xyz,b15f95f2e35367ec5f8a584e50689a51d3f8b0e1ff48815f335133b6ddd2e498,2,[2],[2],[],False
809,584,264d48f58d0d33d5127fd4fc439a68f6d8f5d6ce80fc62e72b33d9c1a1464279,ONEQUU,3,Pd,4,07f0f73df31dcfd15e352b40f94cf31b76757f69b5b595e388032e2c741ae52e,xyz/ONEQUU.xyz,6edbfe53d184f5de25752301403465d38ef8117aca0d6e0e059b9b03c8f9c460,2,[2],[2],[],False
810,585,2650f52f412dae3d578611c5105ee8b9d3a277ff16665d5266f21bf8540e8f32,ROLZIC,0,Ni,4,5f955bbcab90fed7fceed26f9a7a7c1461d4c2937cfdb12496048568ca798fa0,xyz/ROLZIC.xyz,160c74a97b9ecb3c9b7a6433231755a68167f5538538e426950c65a25828adc8,2,[2],[2],[],False
811,586,2655a6748f9dcec22e6e3856bbd313486e9259a24992b94c5597a2d851a78f2c,UBIHEU,2,Pd,4,416efb8f661ac7243142e780f81f93f553c30eab4023bece950c17c7048e766b,xyz/UBIHEU.xyz,320ab1f8aa7a2bcac7573b39074120d7d6f31c38d11ad0e715afd340d4112e33,2,[2],[2],[],False
812,587,2656cb3b8bf44359cc8da02061e0d82887134dc3d267ca1b283c9133926f8de3,CEQJAK,2,Pd,4,c7ba6ae8d75b0ba2746d8d3f9cefac36cb05423d24d0d942006fb3c8874672f9,xyz/CEQJAK.xyz,c6f427dbe8cc2a37dacdc2e0494b5dd722efb9becc71e3944bbd1f12bf8394bc,4,"[2,2]","[2,2]",[],False
813,588,265850a03016b5d3964de93b62d8a5f9b68588fbf65ee06f8e2d74f56623609b,RIVWOT,1,Pd,4,0d0991851429df38e29160f17b0e977c62d7251fa4b99e746079ff55b453a849,xyz/RIVWOT.xyz,b5d934e0a7edc4ba2541efbc877a50eaa7ba5267ced701478f005498d53cb505,4,"[2,2]","[2,2]",[],False
814,589,2665cdfc101ee621624fd1d9533d1924c8b6056d61b17d0e5d119522a37dff7f,HAHVER,2,Zn,4,1ca1d6f610b70ed8ed1599f48c7c208c0cb3370ce4c08faa77b6fd6311cbbda0,xyz/HAHVER.xyz,06cd91c4320a91fa49828488ca7561785ecd3bae14e65a0fb911ab845a81918c,2,[2],[2],[],False
815,164,268fdd34e601ff84ea5a532df4ef03781a3b965528bb11fe9411323f7a2dd3f2,TUCDUR,2,Ir,6,a1ad0b4a1138bb6b3bd5271ba6aa89171e848450fdb36db52f82827330e3797b,xyz/TUCDUR.xyz,9bec74fa9938f360c5550ab315331e6e71dc188b37a615ebad25f59c50ec1131,2,[2],[2],[],False
816,590,26a69d9af9c33a70cf34a315c0e449f7e9fbb12791c9c9a00665d1e3bcde8228,HIQBEO,0,Zn,4,63fba0b1eaa11ee99dc91f3ae69b76bfba44b22e17ffe8079fc54e8754c8193d,xyz/HIQBEO.xyz,0b5a4997b78e05896e0d1dc572427ae8f6878a13798fd611cfbe68bbd44c62cc,2,[2],[2],[],False
817,165,26b3e9e147513bfb5fcc51b3e288fa79f400f21e8c2c4ef6f43601a5eaf2a1b4,NEPRAF,2,Zn,6,97eca5fd3c8a27dfa1f141f0ff7951c5792d23edde2dc6764d131c6102e85b94,xyz/NEPRAF.xyz,1ac502affdbab58be63973ff45576b00013daf17ba5394a30f24c18a357bc452,48,"[4,2]","[4,2]",[],True
818,591,26c06eb73b5ba4e0822282fc5db9056f9fa8e42666d9642a50ce5edbe3c89c86,WOXPOQ,1,Pd,4,211852ee19e16d9de3e3fbac2b3bf7653ba87511da3301fc654758fc1ea350ca,xyz/WOXPOQ.xyz,f0651db54c40f86be1c0483e5adf65d4da63251d851ab03066a28c481500b319,4,"[2,2]","[2,2]",[],False
819,592,26cf0f7619c192246eb8be8d558d9f035ff7eb5976ea7cc162c5266adf175540,ROMVIY,2,Pt,4,39fbb5b983930ee583cafd561ea1c26325cf8963abd06dfd3c232966398aa6e9,xyz/ROMVIY.xyz,540af1b7cd0dc43f9e6ba9e9f9cd6df3a3adfead85b74c89422cbf9aeb4fb85d,2,[2],[2],[],False
820,593,26da12df7f23eac7bcf57acdebff16be82b96cb6912a7edbdbd1fef08296219f,LITWUJ,3,Pt,4,30f97e18ed1e49e768bb111dd713628c7409f990c4a17f26f33c09fcd8575de2,xyz/LITWUJ.xyz,95382a7b565f79b69d8accbe902ab911290ac2c8670b345d5c0031935ffb302b,4,"[2,2]","[2,2]",[],False
821,594,26e20de5175fced9dcc25893669d7775d0c04609579d3e791c420085e6dc5976,ECEKUT,1,Pt,4,b7cffe360756650a7cf229ff05b3d345e3275ad1b3c21ba4a4b822b6770867af,xyz/ECEKUT.xyz,9c41e4b53320e0da7ead8838d74a30686aaf472e631a62d3bf1f7c8f1577396b,4,"[2,2]","[2,2]",[],False
822,595,26f0b467402e3aa64937e35ff6722743268658fc17273f20ac1cd0cc91ad4047,TUJCUZ,1,Rh,4,20aebb12f1c4c6c3406c6cd1fcbc70b9b71669d4e866d4bbe4e3200111b4ff0e,xyz/TUJCUZ.xyz,200c7de98e9a9690f64eeac4ddf6e59a09b63dbf8d0c2186b3f9bfd2ef7ffc51,2,[2],[2],[],True
823,596,26fb62647a1214b5112186aa0fb33b664a134ac15ebeff8b119ee51a55b63051,YIPPUJ,1,Pt,4,152e76d231d51fcc17e401ebcb42222af15fb2b4a5b2da0c2c928774a0f4d1af,xyz/YIPPUJ.xyz,5eba44324b3f7edc4e85123bd85072f672ec94e194c50637f54cfbce06838997,2,[2],[2],[],False
824,597,270785a508d5bdbd4f05ad40ef9f7d6ca733ca6eea0eb1b0ec9f7d54700be0db,DAHXOB,2,Pd,4,c122d762fc166af7f0d1d2a8bca28775a8e5df9a88cd2d0e6fe23b73b58838b5,xyz/DAHXOB.xyz,502a30622db04672f0163b4c90d556fab6cad2378b6fa6d0689315b37c9d0d5a,2,[2],[2],[],False
825,598,270d25364f4d1a018a9d1bd00b179a765a2d5a5df01593542864c51cc623f59c,CABVUY,3,Ni,4,a956f01635c39cc207cb2479b49b7335d5921ca1cf2094695407970fc890970b,xyz/CABVUY.xyz,1619427cf545ba16ab46811d4df6e2a682bd8000ae80166545c1acd76d831568,2,[2],[2],[],False
826,599,2723687fc9b4b22af2ef56c81b2a2912c96eed1e1de59b84f170c9d03626cfc8,YEFKUP,4,Ni,4,2871d584659360c267baa6af0ae17075b1825a32531209110b6017ce5041f2e9,xyz/YEFKUP.xyz,3cbe2f5683aaf691211907c5993a7629b03465058ec66d18e9118c2910b6d5d2,2,[2],[2],[],False
827,600,27274607f61189ab87713533e16c0767c5304ceb03c6e50de41d7bae151ad00b,TIZRAW,2,Cu,4,4d7366222ae48e198d75878d5e4ea07620cf60f1084e066980205256f5b4fea7,xyz/TIZRAW.xyz,db30ea1136f9230ef7385bcfccf11de0d846b5976ba1019f36ed262bb833988b,2,[2],[2],[],False
828,601,27353e38caac69a947bccd594fda842d5557b7c4e58d7c96414a123f80a75dfa,HIQBIS,1,Zn,4,8b19d8bdc35eb705eeb113b1893a85d243671efc5aa696e3e86af6e473893d6c,xyz/HIQBIS.xyz,137bbe82d6faf3dedb6476dbf8518ce56486dcd38ac23102c0e6276fa78cd45b,2,[2],[2],[],False
829,602,273c257706a312d1bee7f6acb3094a605a28df0cfbbaa3216da5f13b80b8470d,QEJNUP,3,Ni,4,b2c83fa88704a7bd7db40e6ee9ef4a6d384178c22f55485340af4ecbed239fe1,xyz/QEJNUP.xyz,bc850417844abfbb670fdaeb7a13e22d1028bbbedafd0de820a5d5b625559639,2,[2],[2],[],False
830,603,274882f0bbbd78b1c8cc74c303689c269ed87912e086f174ddcd4e8f54a810e8,LALXOM,0,Pt,4,0cafbccd549f5fd9b567dc45017b76ff31a89691f8655ef1ed0e5ae62b25eba1,xyz/LALXOM.xyz,be2d6a41bd7e0984193bb4b1c6583b30d151efc327224c018a0d3afaff112520,4,"[2,2]","[2,2]",[],True
831,166,274f1ddd149cb17814de9de6370802fbd688e6fba861ea4f19a631fa1968883b,IKOZUE,3,Cr,6,f5c3b2e06c735697e8e6eb447af5971581c7f364cf08bc1fc6407638d8d3bb55,xyz/IKOZUE.xyz,cba3c0cbccecbe629772eedec2451447fe07205ceee6624183afb87e44849114,120,[5],[5],[],False
832,604,275b9d6b57b779f07003171c8ff63a87a6f64b8c05d2aa90b47d1f718f93edde,LUFLAZ,0,Pt,4,03bc2c9a82510a9aa824b9db01f7df8da74a2812f7639eee11231218c12c84f4,xyz/LUFLAZ.xyz,8eaad8e0b5852001419d650306f0bf7b17d82eedb34286af9a4ff368955c2b0d,2,[2],[2],[],False
833,605,275f3760bbddf11a8378cc1458b43a7187508c13375846bf1f7081d5672b0d06,HADJEB,3,Rh,4,e59284e3466b17c476ffa9166b9d0c8c71600b5469cc871d4ece5c1ce69c49d7,xyz/HADJEB.xyz,c703ca3e33e04993e67ae3c0608edf65b9c13c77b983422bea1696fa3193103d,2,[2],[2],[],False
834,167,27614ee83c7c31c81ab0cdf6b19aad97883cef926e78c51cc847668a52c81874,BATYEE,3,Fe,6,e431f2d2ff164a69d9082e1bc11775e76e97c585884c80d69e2827754d918860,xyz/BATYEE.xyz,d959be435b4fe471505b2342a15dc55a454cf7bb5dd175a39076d77c7c58e7bb,2,[2],[2],[],False
835,606,276369a8d1965d1a174705cf5a50d59295f5858e395d88ba991f6e8b43b59573,IKISUR,3,Pt,4,bc52c0634cf5fc325d1a031f45ad081b4f0b016130ea664d93b39d023d4befa5,xyz/IKISUR.xyz,51bdde7661424797934b52e85bd0395541671af4c897519d13d1f69f9e7f16cc,4,"[2,2]","[2,2]",[],False
836,607,2770169b95af309c57a49c469548264dd41ac9915ac24ddc6a3b6155d725b6e3,RELWEL,4,Pd,4,75798a67dd7f4966de66f8a0837974982dd84834e816159e33b15524e8464fe3,xyz/RELWEL.xyz,cdc40ca7e5dbaa8a5e272df462e8a020c6f8a86c19a4a9ef3dae2762d2a906bc,4,"[2,2]","[2,2]",[],False
837,608,2776603e21e3c706255789f9c3497321bd8db10e44cf856a11272dd33773b6da,XONVAZ,3,Pt,4,3d2b98b64519b0bf3079c6adb2440084e226dd3b5de75d69573443d41c5361d0,xyz/XONVAZ.xyz,f7e5ca26eebefa88caf7a072047932ce87791e3797e5377c39dca658969e081f,4,"[2,2]","[2,2]",[],False
838,168,277a7b3f1b6ad3af21b6456fa54226fc4a06958859a5558851d16070c3b05c87,YIBGUM,1,Ir,6,289bbafcdd617319d737c2250be77e18605d7f2983a90d7be29dd588ae0bd972,xyz/YIBGUM.xyz,8a5a5a7132af7dd96c6f0cc7d9ebf24558674457b32813b0bac22e8a90234555,2,[2],[2],[],False
839,63,2785a0b12113b4437ab30f291dc147981626d7b6a7303a374cd16542cf493d04,PERMOP,4,Fe,5,cbc3db563a6df306dcdf5e12bdb0435105c9500804261c483a86c70c20af219a,xyz/PERMOP.xyz,9b229afa480ca06f6dac05bafd3acc733731cc9bdcfe70204588d40861970939,24,[4],[4],[],True
840,609,278754ca4d25ef3322786962a254611a83cd075b57433e33538077c504ab4979,AFEDEV,1,Zn,4,3e85b5383d81eb20e354ebd8278df029765b89c1912197ad460b6cf6a25f8c3e,xyz/AFEDEV.xyz,c96ced1de53b77a40f77d840b62648cbd02e0a9b0c003a8cfa7717acc53ad206,2,[2],[2],[],False
841,610,27a795a235e1a7ab8d67173528086aae303fd766c8bc4635ce76117e03fa5301,CUFLOE,3,Pd,4,908c195ba792730b3a99eb52898fc7e5b2a46c6493385014dc4bcce152c6308d,xyz/CUFLOE.xyz,23adc01fa34e90733bb94b59c73b0bbd06e6739e10e95a2e82871a72db78cb78,4,[2],[2],[2],False
842,611,27bcfbe256a966932ac49eed2cb3a5c727da6f12bdffad845bc0070d47ebb7ba,IWAZUE,2,Pd,4,b48a50c1943d1105ac766f9b83d80f2872594ba60e26a01d8bda66bd660c0f26,xyz/IWAZUE.xyz,5c68d5e2c7d6510939382e6b953c1cfe7ab7d62b91ed7882066c91341efff9f3,2,[2],[2],[],False
843,612,27c04245af0dbb1e25f0e32f60aa4b676e272a9c0e4342e4ee61fbb089a5a8ed,MODVIK,2,Pd,4,8a77f7755fe7b2fede6a2607026be410d71fcaa274f5c0a66a72e9209a02c8b6,xyz/MODVIK.xyz,5183f44c61115b81255d8efc76482253a1802dfd5f035157138f4e00efc55494,2,[2],[2],[],False
844,613,27d70869db0ee69bde96535bdf474a98216bf4b97edbeb115357e2138007de7c,VEQQAM,4,Rh,4,ee76609d83c22862bab354440402a47c8bf3a98f861990767493f5ee97fbf45e,xyz/VEQQAM.xyz,a12e8f7a45d995b3dcc9f52f9817ad39702d33af557135b1db141694f72e6727,2,[2],[2],[],False
845,614,27e38860c5c664dfb455e525cd6f1f9833b35d1a383071384d3dae5442cbf89f,OXEXUL,3,Ni,4,58c6fb47fe4a112548aab216210f05523c74da6cb0874297fe4b7c3800f6259f,xyz/OXEXUL.xyz,e019e7347d71a7e671cd259cd966a3e3bf78e930b946329a0298fd0367e9bda3,2,[2],[2],[],True
846,615,27e8b18894bc9eab557bc81f67506ef851ceac490d7693545617a18dbe3d5efa,TUNLAP,4,Cu,4,4fc11c9a6d2d0fd1dbbc7185fd7821aa199b0e5178ce89220edb725339d026a2,xyz/TUNLAP.xyz,991fb6c95625711bba9e7aac4ed4919c2f3a1b4a3baa7fbd4da117f94f85402a,2,[2],[2],[],False
847,169,27f16cc6258afd082300e48df6c8c02370c2d3a82a461f257e71d523c1699c84,YABBIO,4,Ir,6,ec82e202d0352d07af4ce6c0329218b58f6f79346f9c8b443a66d14da128db0e,xyz/YABBIO.xyz,3367b230025b3f99ceaaad07040fd3db14b6e1da05975213cbce928ad02e5805,4,"[2,2]","[2,2]",[],True
848,616,2803501dd6d8993e036f99ffb26ee0b739925d41ff57646ad0224960d3e5b3dd,FABBAM,0,Pt,4,8d2aa2b6e7d0254b7be865503159c3aa4e4d51755fd5facccd046cc9556fe18a,xyz/FABBAM.xyz,2f1e3d08b4b7cb34ce1b7afed65dbba4f9e4131f0ae7e8b70812c24792a54ec5,4,"[2,2]","[2,2]",[],False
849,170,281b2f7d4e58e029b05d98542bf7fc858284eb2f73adca092c33396a25d528b3,QUGFUV,4,Fe,6,b3a073fbcad926716739c4487ce2d5f6c7ea13eff5a92402d913be7c190fe945,xyz/QUGFUV.xyz,6af33c8eb8759fcba09ca8c80ab9010742909ff64d70a1d178595154d37340ed,2,[2],[2],[],True
850,617,281f079be7ee7cd980dbfe84573eda0cc2ad0f71ad0aec240b5eb6d454223172,VUKWEG,3,Pd,4,9923dfd102364592807ffbe197a0dc58bb7b0bf2fcc1880cb138c83ca5f4cd21,xyz/VUKWEG.xyz,93275d9f0bf48eb3be4709961fd53a35739f16cd7bf72ed01b61a25f4acff88d,2,[2],[2],[],False
851,64,282386432ddea08b78a1507893e4ba4ad2164f6f97ad0b3222c9e422121484e7,TOLBEB,2,Ni,5,4f8845145ea5ce4ee8c2a4c146abb6ebb0bbae1de3cd80d86979b080f7756b9e,xyz/TOLBEB.xyz,efc69e04d2c874cf722aceff6acf772d0607321b3f3719631e916e5d16c735c8,6,[3],[3],[],True
852,618,282b519dd3eb9a69c812dc5aa6bd77688f6c32bb5737aab0e19fba22203a89fd,PIXROE,2,Pd,4,4c0a261b06f79f4d7c991ccfb34a31338ec7fb1b63fa72d2cf209d4246016067,xyz/PIXROE.xyz,4c7615c8777291f5e2694eb1915ab257e01d8ad0f8fcd89073df5e461616424d,2,[2],[2],[],False
853,619,282db1d6029f8638677a210f862a982702e3219849a2b5360a9b992c3dae61bb,FUVNAM,1,Pd,4,aed4f73e6394012a9f5e214656c0814d26edb440db85df9b8573b91251429425,xyz/FUVNAM.xyz,28f942a7e76adc0ca968d349e6779cbf66970c946a9d42c0c2992cc04711d14a,2,[2],[2],[],False
854,620,285164a72804b47a1ec03fe31dbf2a01eaeebf898d3aa695f567ea29cf5a8459,VAJBUH,0,Ni,4,6597dc66ad5a263206f23034230223d226721ee0f67195c6df839e85fd600ce5,xyz/VAJBUH.xyz,d3093af51ccf7c03858a641a74c3071b3a4433f01978d2fbade2ef8637263ea3,2,[2],[2],[],False
855,621,2852a1dcdc110636fb18776c23496c932e99a5ac7bea50e62e62d311a9185b0e,LIMVAE,1,Pd,4,213a2aadbe57ca29786b940172fbb1d286862243bb73f18a4aa4c5fccf83fb45,xyz/LIMVAE.xyz,c440c3d9c82298fee47cc96a5cc2a6771ac52df1d1f7070f127e591598c6ec4f,4,"[2,2]","[2,2]",[],False
856,622,285dbb9de4800cf87d409c6caf6c202c8d299a7afed38a602319e638713108ea,IZAYAK,1,Pt,4,73433a58e00db50ea4fe8cf6dbc26093f985d809b89a3f4442a88ba384823b14,xyz/IZAYAK.xyz,a926e341ed44d1e35af4ab43455477d01e64a7627aa081385dfd2d36e0aaf943,2,[2],[2],[],False
857,623,2860a05b6bab05b35c815a5c29815cd4883bf98e77c93826a2b350e092deb06e,YOSKEX,3,Pd,4,36adbf4792ecba397711a71f5617ed9cf37ea276249a46dd7ec0ad03f2874c81,xyz/YOSKEX.xyz,fcf82e762808509f280d62521acb4a5f4a2a7aa97f2bfc73ce2199764391f304,4,"[2,2]","[2,2]",[],False
858,624,2887f2d81b9fc6cfb43c191185745d5610c3c969b5572d06f99cabefb14f9f30,HOKZOX,3,Pd,4,b9053e4e9412408544be324947ab8e5ed60a1f780dcc5d66e94544c9e09e5550,xyz/HOKZOX.xyz,c5b6380b10aa3627aaf71e9bdf74b5300745889da9b8e2fdbd8115ba7f0fd4ab,4,"[2,2]","[2,2]",[],False
859,625,28909f232333f234247416a621ac542b4dabee7061ef22e1db49e8d4d5a9e19b,IYUGOY,4,Pt,4,b8b9cf94bcbceac59441c7c1716c85760690a4c17ae59edcbb918be82c1c9074,xyz/IYUGOY.xyz,6af146f1c3499c0ecd3947c89d1e0d43c7d7216b422a4b1a98a65c76686e6d89,4,"[2,2]","[2,2]",[],False
860,171,2896b6991dddf280122c9eb76a0d75b61e8d1da9aa5135caf36262a0dde0c4a7,NEXLEJ,0,Fe,6,feef2ac20ed944035e7980a0eeca689b49e89018eab8cdc866bab0278f25e5e1,xyz/NEXLEJ.xyz,63c5cd063c057f02b586c97062468166ebd37d5c0a3c67c11197058fb4de8c41,8,"[2,2,2]","[2,2,2]",[],False
