refcode,metal,oxidation_state,d_count,donor_set,denticity_pattern,S_SP,S_Td,log_S_SP,log_S_Td,L0_hash,L1_hash,L3_hash
EXOVIW01,Pd,+2,d8,N,2-2,2.9100,0.0300,0.4639,-1.5229,272216484974,657634386478,59038720039
EXOWOF,Cu,+2,d9,S,2-2,2.9200,0.0400,0.4654,-1.3979,48921353533,746342904225,136728220839
EXOXIY,Rh,+1,d8,"C,O,P",2-1-1,3.3700,0.5600,0.5276,-0.2518,875978788069,228442589778,320509240197
EXOYEX,Pd,+2,d8,"C,O",1-1,9.0100,3.2900,0.9547,0.5172,357803741646,943023602528,55393860879
EXOZAU,Cu,+2,d9,"C,N,O",2-2-1-1,7.3900,9.9100,0.8686,0.9961,591482092486,508196440079,692511815773
EXUBUV,Cu,+2,d9,"N,O",2-2,13.1700,18.9800,1.1196,1.2783,143142540103,310805930337,429887267762
EXUDEH,Pt,+2,d8,"Br,C,N,S",2-1-1,8.8200,3.3100,0.9455,0.5198,404708981052,998643092460,386913740282
EXUDIL,Pt,+2,d8,"Br,C,N,P",2-1-1,8.1000,3.2300,0.9085,0.5092,465909392282,490339005503,211836772742
EXUDOR,Pt,+2,d8,"Br,C,N,P",2-1-1,8.3900,3.2500,0.9238,0.5119,772719305956,240210114040,783125201149
EXUFOU,Ni,+2,d8,S,2-2,2.9700,0.0700,0.4728,-1.1549,529962970203,360593025731,123103038022
EXUFUA,Ni,+2,d8,S,2-2,2.9800,0.0800,0.4742,-1.0969,457591771635,360593025731,123103038022
EXUGOV,Hg,,,,,3.9200,2.1800,0.5933,0.3385,252958205821,570253551719,130498906130
EXUKEP,Ni,+2,d8,S,2-2,2.9600,0.0700,0.4713,-1.1549,90379324225,360593025731,123103038022
EXUKIT,Zn,+2,d10,,,6.3400,1.7800,0.8021,0.2504,679987632793,660886198547,619117327816
EXUYEE,Cu,+2,d9,,,4.1600,0.8100,0.6191,-0.0915,714300447478,584701663434,277318448548
EXUYII,Cu,+2,d9,,,4.9500,0.5800,0.6946,-0.2366,969162784932,580850013527,490941274214
EXUYOL,Zn,+2,d10,,,5.1800,0.3500,0.7143,-0.4559,553010682201,206077653138,347853695198
EXUYOO,Cu,+2,d9,,,3.9100,0.6900,0.5922,-0.1612,473942749148,990423520405,796677195898
EYABOV,Fe,+2,d6,,,2.9300,0.7700,0.4669,-0.1135,145792153012,220840805852,325030692918
EYABOV01,Fe,+2,d6,,,2.8000,0.7300,0.4472,-0.1367,571667898169,220840805852,325030692918
EYADAK,Rh,+1,d8,"Cl,N",1-1,3.8000,1.1200,0.5798,0.0492,624325803448,711199836714,192715957856
EYADAM,Pt,+2,d8,"Cl,P",1-1-1-1,2.8900,0.0200,0.4609,-1.6990,363308875762,714078003437,728233316740
EYADEP,Cu,+2,d9,,,3.7400,2.1700,0.5729,0.3365,72527211121,828174167149,894551692800
EYADIT,Cu,+2,d9,,,4.4400,0.7400,0.6474,-0.1308,268776990356,474966358975,383081097306
EYADOY,Ir,,,N,1-1,9.6600,3.4500,0.9850,0.5378,784199398734,347804674200,426952703679
EYAGOB,Pd,+2,d8,"Cl,N",2-1-1,9.9900,10.1400,0.9996,1.0060,12482381341,783371470866,358006737004
EYAGUH,Pd,+2,d8,"Cl,N",1-1-1-1,3.0000,0.1500,0.4771,-0.8239,699223294301,374741051817,736082460566
EYANIB,Cd,,,,,2.9100,0.8700,0.4639,-0.0605,724111887952,345875243211,605537344403
EYAQOL,Cd,,,,,3.5400,0.6600,0.5490,-0.1805,698700750329,977470680595,854594840780
EYARIG,Co,+2,d7,,,2.3200,0.0400,0.3655,-1.3979,608946011246,945312516392,848766788910
EYASON,Zn,+2,d10,,,3.5100,0.5000,0.5453,-0.3010,138216663357,591957791569,79179184928
EYAZOW,Co,+2,d7,,,3.4800,0.2200,0.5416,-0.6576,204945552868,181001083216,852895302293
EYEBUH,Cu,+2,d9,"N,O",4,9.3500,2.9300,0.9708,0.4669,216240586371,210984948705,24489608256
EYECAO,Ni,+2,d8,"N,O",4,10.2700,13.2700,1.0116,1.1229,878232266018,673554189098,374195584715
EYECOB,Zn,+2,d10,,,3.3200,0.0300,0.5211,-1.5229,532154048724,359023765990,598498702537
EYECUH,Zn,+2,d10,,,2.5500,0.0600,0.4065,-1.2218,365119816268,359023765990,598498702537
EYEDES,Pd,+2,d8,"C,Cl,N",2-1-1,7.8800,3.1300,0.8965,0.4955,636093150437,371991553358,864592005707
EYEDIW,Pd,+2,d8,"Cl,N",2-1-1,9.6400,3.1800,0.9841,0.5024,986267651749,57161658164,486687141605
EYEFIA,Ni,+2,d8,"N,O",4,12.9500,20.3500,1.1123,1.3086,111492540559,779712180514,155042641490
EYEHEV,Pd,+2,d8,"C,N",2-1-1,3.0500,0.1800,0.4843,-0.7447,414990578160,797439076034,931336781327
EYEHIA,Zn,+2,d10,,,2.1800,1.3700,0.3385,0.1367,898104540237,713158321168,81041602021
EYEHOG,Zn,+2,d10,,,3.5800,1.3000,0.5539,0.1139,372195252760,490987609451,930923230122
EYEPEG,Ni,+2,d8,"N,O,P,S",3-1,9.6100,3.1100,0.9827,0.4928,631595074052,131062460255,259718248957
EYEPIK,Ni,+2,d8,"N,O,P,S",3-1,9.2200,2.9900,0.9647,0.4757,840278103049,620747350396,528035528977
EYEPOO,Ru,+2,d6,"C,N",1-1,8.2600,3.2100,0.9170,0.5065,877148978661,597438016456,878372384048
EYEROQ,Cd,,,,,3.2000,0.3300,0.5051,-0.4815,874089382529,811274277555,696794548893
EYESAD,Zn,+2,d10,,,3.1700,0.2300,0.5011,-0.6383,995225092534,342274698698,10756861150
EYESEH,Cd,,,,,3.7900,0.6300,0.5786,-0.2007,948952929016,365897435687,342210684096
EYESOR,Cd,,,,,2.6300,0.5200,0.4200,-0.2840,642377297248,172230256638,186473918789
EYESUX,Zn,+2,d10,,,3.3000,0.1400,0.5185,-0.8539,293782738241,751834044377,455476871236
EYETAE,Zn,+2,d10,,,2.7400,0.2500,0.4378,-0.6021,36823655315,814289853752,310722405248
EYETAG,Cu,+2,d9,N,1-1-1-1,2.8800,0.0000,0.4594,-3.0000,834416524513,689518298071,707605900171
EYETIM,Zn,+2,d10,,,2.8800,0.4900,0.4594,-0.3098,814864586974,632682097101,95897308786
EYEVUZ,Pt,+2,d8,,,3.8900,0.1300,0.5899,-0.8861,460007806581,896916778982,390696755880
EYEXOV,Pd,+2,d8,"Cl,N,P",3-1,8.8800,3.2400,0.9484,0.5105,234285920853,992675847005,272822086104
EYEYAI,Ni,+2,d8,"C,P,S",2-1-1,3.0600,0.2300,0.4857,-0.6383,126819367878,244511822472,192457225478
EYEYEM,Ni,+2,d8,"C,S",2-1-1,8.8500,2.9200,0.9469,0.4654,306362332097,42619094202,100694677455
EYEYOZ,Zn,+2,d10,N,4,2.8800,0.0000,0.4594,-3.0000,353713503587,166501413616,910181196867
EYICIY,Pd,+2,d8,"C,O",2-1-1,9.6800,3.0300,0.9859,0.4814,196285119514,116448656398,859371833449
EYICOE,Pd,+2,d8,"C,O",2-1-1,9.7100,3.0300,0.9872,0.4814,125635835773,248262780178,344375374754
EYIDEV,Au,,,Cl,1-1-1-1,8.4200,2.8800,0.9253,0.4594,331744703215,343686214738,761425149927
EYIHIG,Pt,+2,d8,"C,N",1-1,8.7800,3.1600,0.9435,0.4997,363536971826,134364867991,999115842587
EYIHOL,Zn,+2,d10,,,1.6100,0.5600,0.2068,-0.2518,331921275147,691925799775,773526681300
EYIKIG,Cu,+2,d9,"N,O",2-2,9.0400,2.9300,0.9562,0.4669,417367207159,418121387270,575528364636
EYIKIG01,Cu,+2,d9,"N,O",2-2,9.0100,2.9200,0.9547,0.4654,128321127362,418121387270,575528364636
EYINUW,Pd,+2,d8,"Cl,N",1-1,3.5700,0.8500,0.5527,-0.0706,32656964902,27006877721,422785890350
EYIPEH,Pt,+2,d8,"I,S",1-1-1-1,3.0500,0.2000,0.4843,-0.6990,748831102149,377148985075,710840743522
EYIPIL,Pt,+2,d8,"Br,S",1-1-1-1,3.0000,0.1200,0.4771,-0.9208,380703293946,721736548000,14296548643
EYIPUY,Cu,+2,d9,N,4,2.8500,0.0000,0.4548,-3.0000,714393068269,697422497705,44506110311
EYIQAE,Pd,+2,d8,"C,Cl,N,P",1-1-1-1,3.0200,0.1800,0.4800,-0.7447,122887079394,460178867429,977498977199
EYIQEJ,Pt,+2,d8,N,1-1,9.2200,13.1600,0.9647,1.1193,710675013,359602199530,845462199602
EYIQIN,Pt,+2,d8,"N,P",1-1,9.2000,3.5000,0.9638,0.5441,181559005377,790393959883,184908290326
EYIQOT,Pt,+4,d6,N,1-1,12.7900,12.8900,1.1069,1.1103,259253333347,952813705339,149396390267
EYIQUZ,Pt,+2,d8,N,1-1,3.2400,0.4300,0.5105,-0.3665,675080913793,53246314245,567654852341
EYITUC,Cu,+2,d9,"Cl,N",1-1,5.2300,0.9700,0.7185,-0.0132,582789344459,721537137511,437392465567
EYIWAL,Pd,+2,d8,"Cl,N",1-1-1-1,3.0500,0.2200,0.4843,-0.6576,277970131518,560272195783,23460652513
EYIWEP,Pd,+2,d8,"Cl,N",1-1-1-1,3.0400,0.2000,0.4829,-0.6990,742815465562,317516901289,560533330623
EYIWIT,Pd,+2,d8,"Cl,N",1-1-1-1,3.0800,0.2500,0.4886,-0.6021,609830945954,927763793966,6479755706
EYIWOZ,Pd,+2,d8,"Cl,N",1-1-1-1,3.0600,0.2300,0.4857,-0.6383,943948047989,561867174550,485166590786
EYIWUF,Pd,+2,d8,"Cl,N",1-1-1-1,3.0400,0.2000,0.4829,-0.6990,846929709235,921494358938,147851706448
EYIZET,Zn,+2,d10,,,3.7500,0.9000,0.5740,-0.0458,233588823036,157181000873,335775069527
EYIZIX,Zn,+2,d10,,,3.7600,0.6700,0.5752,-0.1739,912975350495,500159595867,690224433833
EYOMAI,Zn,+2,d10,,,13.2300,7.3000,1.1216,0.8633,446583664480,841158607042,781795718755
EYOMOW,Co,+2,d7,,,3.2000,0.2700,0.5051,-0.5686,808157514901,818617511873,463187941186
EYOPAL,Rh,+1,d8,,,9.0900,2.8900,0.9586,0.4609,516623512335,30663575387,432587272772
EYOPEP,Zn,+2,d10,,,2.6700,0.4000,0.4265,-0.3979,417136548419,324053881501,452917617071
EYOPIT,Zn,+2,d10,,,2.9200,0.7100,0.4654,-0.1487,323443928574,418657805441,942578047972
EYOQAK,Pt,+2,d8,"I,N",2-1-1,3.4600,0.7100,0.5391,-0.1487,757995484392,346822405513,53793084760
EYOQEQ,Zn,+2,d10,,,3.2100,0.0100,0.5065,-2.0000,227459476951,359023765990,598498702537
EYOSOC,Cu,+2,d9,,,0.8600,0.6500,-0.0655,-0.1871,717476569616,439632259354,416302548642
EYOSUH,Ni,+2,d8,"N,S",2-2,9.3900,3.0400,0.9727,0.4829,190996393329,75466334980,161454253933
EYOTUI,Cu,+2,d9,,,2.3100,0.0300,0.3636,-1.5229,564233319579,391689786591,783499921423
EYOWIY01,Ag,,,,,10.0200,13.7500,1.0009,1.1383,617599443612,784241982045,697910437176
EYOXIA,Cu,+2,d9,,,6.0200,1.6400,0.7796,0.2148,527050712017,590291966406,571976792772
EYUNET,Ni,+2,d8,,,14.5500,20.3900,1.1629,1.3094,368095735446,911506305990,454979744921
EYUWAX,Zn,+2,d10,,,3.0400,0.0100,0.4829,-2.0000,539913699008,359023765990,598498702537
EYUWEB,Zn,+2,d10,,,2.9500,0.0200,0.4698,-1.6990,203392854558,184448254503,558170808453
EYUWUR,Hg,,,,,3.1200,0.0400,0.4942,-1.3979,696808392026,842087087259,176958953773
EYUXAY01,Hg,,,,,3.0000,0.0200,0.4771,-1.6990,75647272243,132737990065,705786153621
EYUXEC,Zn,+2,d10,,,3.0300,0.1300,0.4814,-0.8861,719232095414,902601261397,420747347247
EZAHES01,Cd,,,,,2.5900,0.0200,0.4133,-1.6990,122263415329,716469096331,130060920849
EZAHIW,Zn,+2,d10,,,2.7400,0.0800,0.4378,-1.0969,244193917983,459510095008,235810542118
EZAMOH,Pd,+2,d8,"I,S",1-1-1-1,3.0000,0.1500,0.4771,-0.8239,985645242852,730500623255,592937306649
EZAQIH,Cd,,,,,2.4600,0.0300,0.3909,-1.5229,127602498301,651128843053,339745861980
EZAQON,Cd,,,,,3.2200,0.0100,0.5079,-2.0000,335255492425,716469096331,130060920849
EZASOP,Cd,,,,,3.3700,0.0300,0.5276,-1.5229,866771837534,480891102715,817397147755
EZAVEI,Cu,+2,d9,,,11.1300,12.3700,1.0465,1.0924,557563871160,785505044785,37798703246
EZAZEK,Rh,+1,d8,"N,P",2-1-1,8.1200,3.0800,0.9096,0.4886,594746289689,668102061941,958521193414
EZEGIZ,Pd,+2,d8,N,4,7.3900,3.7900,0.8686,0.5786,636305633228,331462301992,410708723713
EZEHOI,Ni,+2,d8,"C,O,P",2-2,18.6200,19.8200,1.2700,1.2971,315189152031,444316187445,343503830940
EZEHOJ,Cu,+2,d9,"N,O",2-2,2.9000,0.0300,0.4624,-1.5229,923357148065,750448889628,227863391669
EZEHUP,Cu,+2,d9,,,2.4600,0.0500,0.3909,-1.3010,460769997230,156261575907,294873847225
EZEKIF,Zn,+2,d10,,,12.3500,21.7400,1.0917,1.3373,221982461511,872890461896,537311127857
EZEQEF,Pd,+2,d8,"Br,C",2-1-1,3.3500,0.6100,0.5250,-0.2147,278069716378,691831396216,562142363000
EZEQIJ,Pd,+2,d8,"Br,C",2-1-1,9.3300,3.3300,0.9699,0.5224,344602711084,289518280302,165762241886
EZEQOP,Pd,+2,d8,"Br,C",2-1-1,9.3400,3.2800,0.9703,0.5159,339695560041,423132299660,718862860212
EZEROQ,Pd,+2,d8,"Br,C",2-1-1,3.3300,0.5600,0.5224,-0.2518,957649165866,840768275870,713631290434
EZETUY,Pd,+2,d8,"C,O,P",2-1-1,8.1400,2.9600,0.9106,0.4713,553631264954,121436704682,108130851626
EZEWOV,Pd,+2,d8,"C,Cl,N,P",2-1-1,8.2500,2.9200,0.9165,0.4654,101050023990,664231168368,786769211359
EZEWUB,Pd,+2,d8,"C,Cl,N,S",2-1-1,8.8100,2.9800,0.9450,0.4742,366996863393,175254936930,541049024527
EZEXAI,Pd,+2,d8,"C,Cl,N,S",2-1-1,2.9400,0.0800,0.4683,-1.0969,296676537315,74622913705,347810569164
EZEXEM,Pd,+2,d8,"C,N",2-1-1,9.1200,2.9500,0.9600,0.4698,437339352585,549432934336,372811920315
EZEXIQ,Pd,+2,d8,"C,N,S",2-2,3.3300,0.4400,0.5224,-0.3565,463073375369,788418083017,909996941265
EZEXUE,Co,+2,d7,,,1.6000,5.7900,0.2041,0.7627,838279915436,91295640510,887282340235
EZEZEO,Ni,+2,d8,,,8.6800,1.9700,0.9385,0.2945,609521013066,819802064141,46038775082
EZEZUE,Ni,+2,d8,"P,S",2-1-1,7.9500,2.9900,0.9004,0.4757,407138173875,714741048406,468207131222
EZIBAQ,Ni,+2,d8,"P,S",2-1-1,9.0300,2.9300,0.9557,0.4669,660408491836,513912188481,696323529486
EZIBIZ,Zn,+2,d10,,,1.7100,0.4900,0.2330,-0.3098,572307003885,320742701748,230151440353
EZICAR,Ni,+2,d8,,,9.0400,2.8500,0.9562,0.4548,55919240170,884575899591,874566318057
EZICUL,Pd,+2,d8,"Cl,P",2-1-1,8.2500,2.9700,0.9165,0.4728,137643068720,895313107085,221146213450
EZIMIL02,Pd,+2,d8,"Br,C,N",2-1-1,8.4600,3.2600,0.9274,0.5132,803815796322,209956347235,480384696475
EZIQIN,Re,,,,,7.1500,2.2200,0.8543,0.3464,385125091851,195498217537,934194359901
EZITUC,Pd,+2,d8,"C,Cl,N,P",3-1,14.1100,7.8400,1.1495,0.8943,87529282663,185415227274,394968075540
EZIWAL,Cu,+2,d9,,,0.9300,0.5700,-0.0315,-0.2441,163757660054,71318166163,780320495607
EZIWEP,Cu,+2,d9,,,0.9000,0.5900,-0.0458,-0.2291,8840351517,633075281615,416302548642
EZODAA,Co,+2,d7,,,2.1800,0.4300,0.3385,-0.3665,253689456539,466229221100,692560679242
EZONAL,Zn,+2,d10,,,1.3400,7.2400,0.1271,0.8597,39435026063,190844107655,727996169008
EZONIT,Co,+2,d7,,,3.0600,0.0200,0.4857,-1.6990,480646342347,254658426736,246531465371
EZOQUH,Pd,+2,d8,"Cl,P",1-1,3.0300,0.3000,0.4814,-0.5229,308901264864,534795643178,727247073621
EZOSIX,Pt,+2,d8,"N,O",2-2,2.9200,0.0400,0.4654,-1.3979,172852155851,840492067550,752416817485
EZOSOC,Cu,+2,d9,"N,O",3-1,14.3700,14.6900,1.1575,1.1670,204492591366,643423049145,553084659290
EZOSOD,Pt,+2,d8,"N,O",2-2,2.9200,0.0300,0.4654,-1.5229,540826909250,549979879620,601686873684
EZOSUJ,Pt,+2,d8,"N,O",2-2,2.9000,0.0200,0.4624,-1.6990,849918300975,795439628548,748409735499
EZOTAQ,Pt,+2,d8,"N,O",4,2.8800,0.0000,0.4594,-3.0000,4039458665,170009492343,221973007685
EZOTEU,Pt,+2,d8,"N,O",4,8.2100,2.8700,0.9143,0.4579,609299075469,182572244612,668531712635
EZOTOE,Pt,+2,d8,"N,O",2-2,2.9200,0.0400,0.4654,-1.3979,610566084095,99710364127,985155277183
EZOYIC,Mn,,,,,2.9900,0.0100,0.4757,-2.0000,773746293622,462492505455,458568444675
EZOYIC01,Mn,,,,,2.9700,0.0100,0.4728,-2.0000,377304706948,462492505455,458568444675
EZUDUZ,Pd,+2,d8,"N,P",2-1-1,8.6000,3.1100,0.9345,0.4928,884639734989,266713738612,551074544126
EZUMAP,Pd,+2,d8,"N,P",2-1-1,8.6600,2.9200,0.9375,0.4654,702187820993,462022661921,17792749143
EZUSOK,Pd,+2,d8,"C,I,N",1-1-1-1,3.4800,0.7800,0.5416,-0.1079,322656684722,345458358726,526421133742
EZUSUQ,Pd,+2,d8,"C,I,N",1-1-1-1,3.5000,0.7900,0.5441,-0.1024,758334837262,479737547252,54497596489
EZUTAX,Pd,+2,d8,"C,I,N",1-1-1-1,3.5000,0.7900,0.5441,-0.1024,101440740386,652667845349,387096060407
EZUXAZ,Pd,+2,d8,"N,O",2-2,2.9000,0.0200,0.4624,-1.6990,510145786134,973051469201,218027118959
EZUXEE,Ag,,,,,9.9500,3.9000,0.9978,0.5911,731130621913,254727233991,356041381793
EZUYAZ,Pd,+4,d6,"C,F,N",2-1-1,1.6200,6.5800,0.2095,0.8182,71514323674,445756358432,311061113483
EZUYIH,Pd,+2,d8,"C,N,O",2-2,2.9900,0.1300,0.4757,-0.8861,536888068191,461432302500,435985907392
EZUYON,Pd,+2,d8,"C,O,S",2-1-1,8.6100,3.0100,0.9350,0.4786,797786662433,745999462104,856021204435
FABBAM,Pt,+2,d8,"C,P",1-1-1-1,2.9600,0.1000,0.4713,-1.0000,365703253989,635616980537,753662886082
FABBUI,Fe,+2,d6,,,2.9700,0.0000,0.4728,-3.0000,528694704578,773636067601,412312253151
FABCAP,Cu,+2,d9,,,5.2900,0.9300,0.7235,-0.0315,526809290380,812006180566,780320495607
FABGUN,Ni,+2,d8,,,6.5900,2.8300,0.8189,0.4518,654425495397,764432245360,188941122966
FABHIZ,Pd,+2,d8,"N,O",2-2,9.2300,7.1100,0.9652,0.8519,807327772479,414523263715,81731115625
FABHIZ01,Pd,+2,d8,"N,O",2-2,7.7000,3.0300,0.8865,0.4814,551821940037,81860959288,384975484284
FABMUS,Pd,+2,d8,,,7.0100,2.7400,0.8457,0.4378,124696093825,812355066211,397818864049
FABPEG,Cu,+2,d9,,,3.7800,0.8400,0.5775,-0.0757,729480764325,157151684459,413812422008
FABQEE,Pt,+4,d6,"N,O",3-1,9.4900,13.1200,0.9773,1.1179,20936665659,315297527862,587446790091
FABRUA,Pt,+2,d8,"N,P",1-1,8.7000,3.3100,0.9395,0.5198,246555676673,42511131948,765061757462
FABTIL,Ni,+2,d8,,,1.5900,0.2600,0.2014,-0.5850,548810209153,330974848153,651498049057
FABTOR,Ni,+2,d8,,,4.5700,5.9300,0.6599,0.7731,594753776898,774871677866,522815478107
FABVEK,Ta,,,,,1.2100,0.7300,0.0828,-0.1367,746426093429,268255450782,360679713717
FABZEP,Pd,+2,d8,"C,N,O,P",3-1,7.1600,7.5700,0.8549,0.8791,986270767483,752682241863,138571913169
FACFIA,Rh,+1,d8,"C,Cl,P",1-1-1-1,3.1700,0.3800,0.5011,-0.4202,604694434069,218518273645,481867633269
FACGIC,Ru,+2,d6,"C,P",1-1,7.1900,4.2000,0.8567,0.6232,423623058466,145933116516,731879007507
FACHOG,Pd,+2,d8,"Cl,P",2-1-1,2.9100,0.0400,0.4639,-1.3979,715271339890,970195413857,354411591613
FACHOI,Pt,+2,d8,"C,S",1-1,7.0600,2.1400,0.8488,0.3304,318860551956,636755906656,5657980934
FACJAW,Pt,+2,d8,"Cl,P",1-1-1-1,8.6200,2.8800,0.9355,0.4594,869036655009,535829975531,528559045747
FACJED,Pd,+2,d8,"Cl,N",1-1-1-1,3.0600,0.2300,0.4857,-0.6383,747125678064,97731097603,549276965062
FACJID,Cu,+2,d9,,,9.3500,1.8800,0.9708,0.2742,70259073777,534080801790,364222459506
FACKIE,Ni,+2,d8,"N,S",2-2,3.1700,0.3200,0.5011,-0.4949,344490287621,575889540055,819360151511
FACNUT,Cu,+2,d9,,,7.4400,2.2500,0.8716,0.3522,65498840398,616193057823,16479819243
FACREH,Zn,+2,d10,,,4.1500,6.4200,0.6180,0.8075,822212802655,523271341095,425646896771
FACUPZ,Cu,+2,d9,O,2-2,0.7500,0.5900,-0.1249,-0.2291,539360141910,752208295090,672409482421
FACVOX,Pd,+2,d8,"C,I,P",1-1-1-1,8.9600,3.0800,0.9523,0.4886,497691645478,344517849893,234013626889
FACVUD,Cu,+2,d9,,,6.6000,1.8500,0.8195,0.2672,962347491554,770978788333,461181434107
FACWAK,Cu,+2,d9,,,7.5000,2.0100,0.8751,0.3032,664772540508,573050386883,681980585113
FACXIU,Cu,+2,d9,,,2.8900,0.0000,0.4609,-3.0000,926120559278,705952832969,753563554210
FADGAS,Fe,+2,d6,,,2.9900,0.0100,0.4757,-2.0000,7909177270,773636067601,412312253151
FADJED,Pd,+2,d8,"N,P",2-2,7.3400,3.0200,0.8657,0.4800,700591731643,189980562617,190371063120
FADJIH,Pd,+2,d8,"N,P",2-2,7.1600,3.3700,0.8549,0.5276,584321106483,77996518375,128433849553
FADJUT,Ni,+2,d8,"N,P",1-1,2.9100,0.2900,0.4639,-0.5376,595341151357,598934959973,325196074755
FADKAA,Ni,+2,d8,,,2.6300,0.2700,0.4200,-0.5686,446553898213,960744157301,903180434950
FADKEE,Ni,+2,d8,,,3.8300,1.3400,0.5832,0.1271,316859083665,596149426829,325196074755
FADKOO,Pd,+2,d8,"N,P",1-1,2.8600,0.1800,0.4564,-0.7447,811890797709,966286573197,478333852519
FADKUU,Pd,+2,d8,"N,P",1-1,9.2500,2.8500,0.9661,0.4548,939765496138,642398077462,699073854174
FADLAB,Pd,+2,d8,"I,P",1-1-1-1,2.9800,0.1200,0.4742,-0.9208,331759429355,579108253745,392411487443
FADLAZ,Cu,+2,d9,,,4.6600,0.5300,0.6684,-0.2757,250963247025,812006180566,780320495607
FADLEF,Pt,+2,d8,"N,P",2-2,7.3200,3.0200,0.8645,0.4800,251209747730,895125849822,124693609922
FADLIH,Cu,+2,d9,,,6.5600,0.7700,0.8169,-0.1135,948501350143,860817245475,710901549069
FADLOP,Ni,+2,d8,,,5.2100,1.8900,0.7168,0.2765,133485126695,574054869518,903180434950
FADPUV,Pt,+2,d8,"Cl,P",1-1-1-1,2.8800,0.0000,0.4594,-3.0000,272051000888,500082317246,342766022148
FADQEI,Zn,+2,d10,,,2.8700,0.0100,0.4579,-2.0000,90354869157,274152751043,314234232719
FADQOR,Cu,+2,d9,"N,S",2-2,1.1800,2.0900,0.0719,0.3201,9640451969,462714485696,22467925659
FADSUY,Zr,,,,,2.7500,0.0700,0.4393,-1.1549,938209873581,845408951851,768034284419
FADWOZ,Pt,+2,d8,N,1-1,3.1800,0.3800,0.5024,-0.4202,920536484818,972016073854,572154321640
FADWUF,Rh,+1,d8,"C,N,O",2-1-1,2.9400,0.0800,0.4683,-1.0969,287955799148,269414387176,199737112057
FADXAM,Rh,+1,d8,"C,N,O",2-1-1,2.9800,0.1200,0.4742,-0.9208,385878504373,905784595741,358350185019
FADXEQ,Rh,+1,d8,"C,N,O",2-1-1,3.0000,0.1400,0.4771,-0.8539,171597452694,465756362375,652570414254
FADXIU,Rh,+1,d8,"C,N,O",2-1-1,2.9700,0.1200,0.4728,-0.9208,197701968063,641483334200,877053314042
FADYOY,Zn,+2,d10,,,3.6500,1.5300,0.5623,0.1847,59701036636,601539588519,203013768213
FADZUG,Ni,+2,d8,N,4,8.3800,2.7800,0.9232,0.4440,638410229889,780213937725,394927618186
FAFBAS,Rh,+1,d8,"C,N,O",2-1-1,2.9800,0.1300,0.4742,-0.8861,894893618404,886683164787,598777637739
FAFBAS01,Rh,+1,d8,"C,N,O",2-1-1,2.9700,0.1100,0.4728,-0.9586,878760792300,886683164787,598777637739
FAFBAS02,Rh,+1,d8,"C,N,O",2-1-1,2.9700,0.1100,0.4728,-0.9586,878760792300,886683164787,598777637739
FAFBAS03,Rh,+1,d8,"C,N,O",2-1-1,2.9900,0.1300,0.4757,-0.8861,167444208127,886683164787,598777637739
FAFBAS04,Rh,+1,d8,"C,N,O",2-1-1,2.9700,0.1100,0.4728,-0.9586,878760792300,886683164787,598777637739
FAFBAS05,Rh,+1,d8,"C,N,O",2-1-1,2.9800,0.1200,0.4742,-0.9208,145803965487,886683164787,598777637739
FAFBEU,Pd,+4,d6,"N,O",3-3,9.4700,10.1700,0.9763,1.0073,827459578388,566390617241,483113999084
FAFBOE,Pd,+4,d6,"N,O",3-3,9.5000,10.1800,0.9777,1.0077,203016332283,815783744644,55709799068
FAFCEV,Pd,+4,d6,"N,O",2-2,12.0000,11.8000,1.0792,1.0719,533115981950,700582617488,319469741475
FAFCIZ,Pd,+4,d6,"N,O",2-2,12.0000,23.4800,1.0792,1.3707,130166014974,465838146513,851691562143
FAFCUN,Ag,,,,,5.7300,4.0100,0.7582,0.6031,44037041869,392984320745,502174699695
FAFDUO,Cu,+2,d9,"N,O",4,6.5600,12.6500,0.8169,1.1021,492405127886,531341766990,462096013521
FAFFAW,Cu,+2,d9,"N,O",4,9.2900,2.9200,0.9680,0.4654,653305477196,763015284922,291412680604
FAFFEA,Cu,+2,d9,"N,O",4,9.2300,2.8800,0.9652,0.4594,528416539765,635946741016,784365279607
FAFFIE,Cu,+2,d9,,,7.2900,10.8400,0.8627,1.0350,300720266449,771119439682,635485321543
FAFGIC,Rh,+1,d8,"C,O,P",1-1-1-1,9.3300,3.3400,0.9699,0.5237,14123242847,81295688052,101914747723
FAFJOO,Pt,+2,d8,"C,P",1-1-1-1,3.0400,0.2100,0.4829,-0.6778,19496249762,84314960057,317308474799
FAFMUY,Cr,,,"C,N",3-3,12.3300,17.2000,1.0910,1.2355,409252782492,735438000850,726335404235
FAFNAB,Ni,+2,d8,,,7.0000,2.4000,0.8451,0.3802,660114733728,631490229662,953933397120
FAFYEU,Pt,+2,d8,"C,N,O,P",2-1-1,7.8700,3.1000,0.8960,0.4914,535288057109,548629755372,993882020219
FAFZAR,Pt,+2,d8,"F,N,O,P",2-1-1,3.0800,0.2700,0.4886,-0.5686,53270434380,386578834107,955597425449
FAFZIZ,Cu,+2,d9,"N,O",3-1,15.6200,15.6300,1.1937,1.1940,635836122532,648249246820,980406520780
FAGCIZ,Co,+2,d7,N,4,2.8800,0.0000,0.4594,-3.0000,214925356600,208305015319,244608339579
