selection_order,gate_member,stratum_selection_rank,mol_id,fold,metal,cn,graph_sha256,canonical_smiles,source_member,source_payload_bytes,source_payload_sha256,n_atoms,selection_score_sha256,ligand_payloads_json,ligand_payload_provenance_json,connectivity_status_json
782,False,9,ZOYWUH,4,Cr,6,572ad9221eb6af3cda3c25bfeae1b44cdb9306ced4cb4bef169cae1691828295,[O+]#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[N+]c1c(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(F)cc1-c1cc(C(F)(F)F)cc(C(F)(F)F)c1,xyz/ZOYWUH.xyz,1965,81b14eec3afe1575e2ef9f5ca109b1f521f745b4fd0ee632f1a795cc42cb19c2,56,c63ca67d92e00430b6f5fd4835ae44b375a6dfb9f9082b56002ebf0ffb4b114a,"[""[H]C1C(F)C([H])C(C2C([H])C(C(F)(F)F)C([H])C(C(F)(F)F)C2[H])C(NC)C1C1C([H])C(C(F)(F)F)C([H])C(C(F)(F)F)C1[H]"",""CO"",""CO"",""CO"",""CO"",""CO""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
783,False,33,ZIGLUW,2,Rh,5,58d451e52876979554f052e3d4f488615cd4cf2c4c9c8cd82d097233ca90d1d4,CP(C)(C)->[RhH+2](<-[Cl-])(<-[S-]c1ccccc1)(<-P(C)(C)C)<-P(C)(C)C,xyz/ZIGLUW.xyz,1896,9f760c87340bb0ef8255704001e0ea03fb10fbb1564663f053dc8ffbca4b82dc,54,c6944b97fe68b661bf5218191724b8f2cdb3a407ab388b0c4f7b1f4276617192,"[""P"",""P"",""P"",""[H]C1C([H])C([H])C(S)C([H])C1[H]"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
784,False,49,FEDDAV,2,Ir,6,3a121ca98b415cae1d4d1253b28a05c14112c21f565867e0238598fa40a4e9bd,Fc1cc(F)c2-n3cccn3->[Ir+3]34(<-[c-]2c1)(<-[c-]1cc(F)cc(F)c1-n1cccn->31)<-n1ccccc1-c1n(-c2ccccc2)nc(-c2ccccc2)n->41,xyz/FEDDAV.xyz,2595,cc9be24bb1158a0888fa74e68810a7ba3a22240c4d31485cf93512b5ebf7254e,74,c6f586fbdff74929972a347459f127cd73ed2984c590dce35e30809b6bb460b8,"[""[H]C1CC(N2NC([H])C([H])C2[H])C(F)C([H])C1F"",""[H]C1CC(N2NC([H])C([H])C2[H])C(F)C([H])C1F"",""[H]C1NC(C2NC(C3C([H])C([H])C([H])C([H])C3[H])NN2C2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
785,False,53,PAQBIS,2,Pd,4,4c6d111977c53253890ef844465878169b3ab6f4cbfcbef220a094677029c596,CC1=C(C)C2C3P(C)(c4ccccc4)->[Pd+2](<-[Cl-])(<-[Cl-])<-P2(c2ccccc2)C1C3,xyz/PAQBIS.xyz,1757,97e27c713e8d4836719852ff17140ad7f867605ba2ac5ee4fe75b118fff314e5,50,c7095ca7081570c10eefe08cad2f8526f5dda1ff4174960c10be31583c9aef10,"[""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
786,False,47,DUHJUM,3,Zn,4,2cde5f3ff2b08de3344411d70794809dbc44b93cfd2d2571abe66a7e03b0db65,C1c2ccccc2[O-]->[Zn+2]23<-[O-]c4ccccc4C=N->2c2cnccc2N->3=1,xyz/DUHJUM.xyz,1335,be86f2922d9f2e3dbc462c6a9d47385333394ce2e7eb6cf26a55f10ff3746b98,38,c7305ab032f8f0fdbcc3999398993c44d3743f37b748eb8fd82ea1653a896e1e,"[""[H]C1NC([H])C(NC([H])C2C([H])C([H])C([H])C([H])C2O)C(NC([H])C2C([H])C([H])C([H])C([H])C2O)C1[H]""]","[""SMILES""]","[""low_confidence_distance_inferred""]"
787,False,23,YEVGOY,1,Ir,6,a12681a1eba58aed0a4c3b6723c88e714b86cebebd20c25a5b4117a2328a48a2,c1cc[c-]2->[Ir+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-n3ccccc3-c2c1)<-n1cc[nH]c1-c1[nH]ccn->41,xyz/YEVGOY.xyz,2000,66087356632cf0e226069e09f5dd64f4a0716686114dc3207e2abfe7054b48ca,57,c76aedbbc644dea831cb49f3fdc3352a257b26714ab4b95b67fee96969ba3b20,"[""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(C2NC([H])C([H])N2[H])N([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
788,False,37,UPURII,4,Zn,5,bcddb3bd83b5de508182a76dbe3ef2dc8914e6e67bfd4fd7666cb262ae523b1d,ON=Cc1ccc(N(c2ccccc2)c2ccc(-c3cc4-c5ccccn5->[Zn+2]5(<-[Cl-])(<-[Cl-])<-n6ccccc6-c(c3)n->54)cc2)cc1,xyz/UPURII.xyz,2387,ae025c8ac3b610fd68eb8c93260c29b768dfe7560151630b002c2677ad67405a,68,c7bc520d8626764fbebff4703d7bbf921964727c96854bd7f75e1996744455d3,"[""[H]ONC([H])C1C([H])C([H])C(N(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C([H])C(C3C([H])C(C4NC([H])C([H])C([H])C4[H])NC(C4NC([H])C([H])C([H])C4[H])C3[H])C([H])C2[H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
789,False,62,MAXWOY,2,Ir,6,79bb02c99ced144d411072107b73487eac3aaee648b69cc2eb4cbe1c8a5ce00e,Fc1cc(F)c2-n3cccn3->[Ir+3]34(<-[c-]2c1)(<-[c-]1cc(F)cc(F)c1-n1cccn->31)<-N1=NC(C(F)(F)F)=CC1=C1C=CC=C[N-]->41,xyz/MAXWOY.xyz,2000,9c8d196182d81f1ff7c4d09aed1329d4291b1c5b5223e93a26cf2daca32affad,57,c7bd3efa9fc301ada83fa19314f17d49a2c306c3bbae4227d427516ef4d97183,"[""[H]C1CC(N2NC([H])C([H])C2[H])C(F)C([H])C1F"",""[H]C1CC(N2NC([H])C([H])C2[H])C(F)C([H])C1F"",""[H]C1NC(C2NNC(C(F)(F)F)C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
790,False,36,MUBCIY,2,Ir,6,4eba064874bd4d19bc4a6c6a99f8826787ae17856a964ace29048f0b1954e6c7,C1=CC2=C(c3ccccc3)c3ccc[n-]3->[Ir+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-[c-]3ccccc3-c3ccccn->43)<-N2=C1,xyz/MUBCIY.xyz,2420,c4c917b41846abfdf296eeeffb1c4de4688c65c1ada6fa997a06e2165783a030,69,c7bd45d4b88ab4c6e5466b1c9fadd2a6fd082372633e1e2107e762c0e806ec4f,"[""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1CC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(C(C2NC([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C2[H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
791,False,67,AXOKAZ,2,Zn,5,9629f44261a2737c120853ca4fe6304ce504eafcffba23edda96cf6db13c1e37,[Cl-]->[Zn+2]12(<-[Cl-])<-n3ccccc3-c3cccc(-c4c(-c5ccccn5)nccn->14)n->23,xyz/AXOKAZ.xyz,1407,c688eeaad772161e9d1b953270afb4a430443aec4178b43b6b2d6b514e50df69,40,c7c0ea56f1684f05b3f11e06f3d231505c0cdb5d9e9f10122757de05dd015ed8,"[""[H]C1NC(C2NC([H])C([H])C([H])C2[H])C(C2NC(C3NC([H])C([H])C([H])C3[H])C([H])C([H])C2[H])NC1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
792,False,62,LIMBAM,3,Zn,6,d5b884dd010b7e14702b87d90e471cdf477c8dabfe9bb92d8e24a575458df5a3,OC12c3ccccn3->[Zn+2]3(<-[Br-])(<-n4ccccc4-c4cccc1n->34)<-n1c(-c3ccccn3)cccc12,xyz/LIMBAM.xyz,1861,8894d31b90cdd245069411829ade3abcc4475f563f5df62796d5270b436ed3b7,53,c7c4e1b7f1a592ee963073a2da43fae55a4bda40a228c6eabcff1b6d024daf1d,"[""[H]OC(C1NC([H])C([H])C([H])C1[H])(C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H])C1NC(C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Br""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
793,False,10,NAMBUA,1,Ni,5,57f04827e75c8a42ae3212f313ed60877c790320f6075af555fce2e7e801514c,CP1(C)CCP(C)(C)->[Ni+2]<-12(<-[S-]c1ccccc1)<-P(C)(C)CCP->2(C)C,xyz/NAMBUA.xyz,2140,ed7686059b56dfe4a2d065f7e656e93a7ec3b2709cf7ae2e53e222ae00fdd475,61,c891100eaaba10b1b0bb0bc3e73fc2f74f1014731c0eb5286fb99f97f0ae216d,"[""P"",""P"",""P"",""P"",""[H]C1C([H])C([H])C(S)C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
794,False,52,SICLOJ,4,Fe,6,d5685f308a9b8d3723768ff47a9dce68b10a5494e4f28f9a0ef61e21c9c56aea,S=C=[N-]->[Fe+2]12(<-[N-]=C=S)(<-n3ccccc3)<-n3c(Cn4cc(-c5ccccc5)nn->14)cccc3Cn1cc(-c3ccccc3)nn->21,xyz/SICLOJ.xyz,2350,e49bbfcbcd21f3b6b3ab6c8a34515e919bee3032f4a99ba74b314699d7bb60cf,67,c8a28d6f18bfeeda43cbc8266728fb9e58d3b2ee07d6f43eeca5748cec2e1eb0,"[""[H]C1C([H])C([H])C(C2NNN(C([H])([H])C3NC(C([H])([H])N4NNC(C5C([H])C([H])C([H])C([H])C5[H])C4[H])C([H])C([H])C3[H])C2[H])C([H])C1[H]"",""[H]C1NC([H])C([H])C([H])C1[H]"",""NCS"",""NCS""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
795,False,25,FEHKAG,1,Ir,6,a124154f72aa7d5b93e58c9e3b71f2460ce56be3a87db929bc8f5894f4a4d6d9,Fc1ccc2c(c1)sc1-c3cccc[c-]3->[Ir+3]34(<-[c-]5ccccc5-c5sc6cc(F)ccc6n->35)(<-[c-]3ccccc3-c3sc5cc(F)ccc5n->43)<-n12,xyz/FEHKAG.xyz,2455,2d5c924285c257bef72da3b506a74131f8718e38fbfce0d8edc82815bb43786c,70,c932f70dfd76866002511e12d27d099c3f2dd17e18b1f4c617c161837a0d1623,"[""[H]C1CC(C2NC3C([H])C([H])C(F)C([H])C3S2)C([H])C([H])C1[H]"",""[H]C1CC(C2NC3C([H])C([H])C(F)C([H])C3S2)C([H])C([H])C1[H]"",""[H]C1CC(C2NC3C([H])C([H])C(F)C([H])C3S2)C([H])C([H])C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
796,False,33,NEPRAF,2,Zn,6,97eca5fd3c8a27dfa1f141f0ff7951c5792d23edde2dc6764d131c6102e85b94,Cn1cn(->[Zn+14](<-[O-]c2c(N([O-])[O-])cc(N([O-])[O-])cc2N([O-])[O-])(<-[O-]c2c(N([O-])[O-])cc(N([O-])[O-])cc2N([O-])[O-])(<-n2cn(C)nn2)(<-n2cn(C)nn2)<-n2cn(C)nn2)nn1,xyz/NEPRAF.xyz,2700,1ac502affdbab58be63973ff45576b00013daf17ba5394a30f24c18a357bc452,77,c95bfa9a5ce1daf9a23b9cb08d5bd04764d45894fdea8698d1b56ffb5076f323,"[""[H]C1NNNN1C([H])([H])[H]"",""[H]C1NNNN1C([H])([H])[H]"",""[H]C1NNNN1C([H])([H])[H]"",""[H]C1NNNN1C([H])([H])[H]"",""[H]C1C(N(O)O)C([H])C(N(O)O)C(O)C1N(O)O"",""[H]C1C(N(O)O)C([H])C(N(O)O)C(O)C1N(O)O""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
797,False,53,MAHSOG,2,Zn,5,113fdb2280a0421233f40c58b6bea1e487121a770ee36d65ff3101d96b82452c,CS1c2ccccc2N2=Cc3ccccn3->[Zn+2]<-2<-1(<-[Cl-])<-[Cl-],xyz/MAHSOG.xyz,1092,48977e26f9189e23003f2aac6c2391efd2d29fd60c53d318b1eb3229b78917e0,31,c9a3732839fce4e04a651aefc0e4787e6fa986783c36596a3eb70d9371c46420,"[""[H]C1NC(C([H])NC2C([H])C([H])C([H])C([H])C2S)C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
798,False,8,IWECIX,2,Rh,5,8dc83a26f5ab11891d6475320c8bf07f84e88bad665cf066ac4acb0e8f4395de,O=[C-]1c2cccc3cccn(->[Rh+3]<-1(<-[Cl-])(<-[CH-]1C4CC5C(C4)C51)<-P(c1ccccc1)(c1ccccc1)c1ccccc1)c23,xyz/IWECIX.xyz,2456,9fcef5db80c3e242649196e180126c878fc6881743edb789fbe47cb3a5ba5ed0,70,c9d349abe083cc49eb5c21323c10738b687516fd6180b59166235bb067496650,"[""[H]C1NC2C(CO)C([H])C([H])C([H])C2C([H])C1[H]"",""[H]C1C2([H])C([H])([H])C3([H])C1([H])C3([H])C2([H])[H]"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
799,False,24,JIBHIP,0,Zn,6,027542c0e2e3f8ada5ec3a3172529df416be98bc123817a8f4aa254bf9b676f9,Clc1cccc2NN3=Cc4cc(Br)cc(Br)c4[O-]->[Zn+2]<-345(<-[O-]c3c(Br)cc(Br)cc3C=N->4Nc3cccc(Cl)n->53)<-n12,xyz/JIBHIP.xyz,1866,e3f163e163e7459f2705a60e9d0bef5aa3ccd88bcc64d89b8e3abb09280bc891,53,ca567df8360850921dc6c18100ecb11689da97d5685eb62cdf330c56d50276af,"[""[H]C1CC([H])C(C([H])NN([H])C2NC(Cl)C([H])C([H])C2[H])C(O)C1"",""[H]C1CC([H])C(C([H])NN([H])C2NC(Cl)C([H])C([H])C2[H])C(O)C1""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
800,False,51,ISUFAD,3,Ir,5,e951db81ba55460b10be32b857de17ba7b18d19659d3f2fc449435898836e4d4,CP(C)(C)->[IrH+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])<-P(C)(C)C,xyz/ISUFAD.xyz,1127,05605191bce5603d5ad694b74404a8f216e63b4b31ff7cc648e9c68c37f79c73,32,ca68894fe6c7e13d3b7807fe73b2c0380422da8f2e6ea641cc03a4ca624a0c28,"[""CO"",""P"",""P"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
801,False,58,GONPOO,1,Ni,4,25913b5464798cbd93271ebe0673939d8c843f648dc12e442bc69e0f7ca93878,[Cl-]->[Ni+2]12<-[O-]c3ccccc3C=N->1c1ccccc1P->2(c1ccccc1)c1ccccc1,xyz/GONPOO.xyz,1721,0d52faa28dd92139b11926e5b499a44f2ee2c32280877bd43ec2ede2f97a4078,49,ca99b9d773fa1edc549ea1ee3d33991daba633f87395b4579df1d6f018676b1d,"[""[H]C1CC(NC([H])C2C([H])C([H])C([H])C([H])C2O)C([H])C([H])C1[H]"",""P"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
802,False,14,OWOFOX,3,Zn,6,381bdaec59f81b6a144c3ad402d87d3d2bcab2b5169ddd660fd8ecd870e99b95,COc1ccn2->[Zn+2]3(<-[N-]=C=S)(<-[N-]=C=S)(<-n4ccc(OC)cc4-c2c1)<-n1ccc(OC)cc1-c1cc(OC)ccn->31,xyz/OWOFOX.xyz,2210,f79f42dbf72142cf59b7a072f20f16516f312b525e25767770437d2a702aa38c,63,caa6efc91158d9f7583b18c0ceb911410c5b802a834a0cc04c1ce29c9beb1bd8,"[""[H]C1NC(C2NC([H])C([H])C(OC([H])([H])[H])C2[H])C([H])C(OC([H])([H])[H])C1[H]"",""[H]C1NC(C2NC([H])C([H])C(OC([H])([H])[H])C2[H])C([H])C(OC([H])([H])[H])C1[H]"",""NCS"",""NCS""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
803,False,38,PABYOG,2,Pd,5,572216af69790ebde36a914c96dc4da718f4eedf226235c63a08ecb13913199b,[Cl-]->[Pd+2]1(<-[Cl-])<-n2ccccc2C(c2cccc[nH+]2)c2ccccn->12,xyz/PABYOG.xyz,1267,a0e9d90a87325b3269e84a9deae83adab5507d3bd79ad7861eb16cfca5b25050,36,cac0bb35fa023993971afe4224bfe82fb990cbd2d89c9ae04c6e7225ab95a479,"[""[H]C1NC(C([H])(C2NC([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])N2[H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
804,False,31,WOVWUB,4,Zn,5,4ee4e3d28882a1e12071b2fa52cb494ef293aa2b5d0b3d532a69044a0d5382c4,COc1ccccc1N1=Cc2cccc(OC)n2->[Zn+2]<-1(<-[Cl-])<-[Cl-],xyz/WOVWUB.xyz,1232,cbd631485acc300ff1ccb0d60e172f141dd47679fcc9972356458c761c3104e3,35,cb3461a933bf5af4d79af40026c9082448997c3d8f9357d77858704608c84ec3,"[""[H]C(NC1C([H])C([H])C([H])C([H])C1OC([H])([H])[H])C1NC(OC([H])([H])[H])C([H])C([H])C1[H]"",""Cl"",""Cl""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
805,False,53,ZASWEY,1,Zn,5,904199cfa963ac69a2f8937614f929c0cf04feda586da7195c2ec2eb4e1bd5d1,[Br-]->[Zn+2]12(<-[Br-])<-O=C(NN->1=C(c1ccccc1)c1ccccn->21)c1ccccn1,xyz/ZASWEY.xyz,1407,05582a28bcf7df77dab29a22e5ad2ea6ab58df3b6d06df2de5fc47a617775690,40,cb474495f5ffb996cc05ae90ba54b331d1d914f1e24ee76d348612b56708f749,"[""[H]C1NC(C(NN([H])C(O)C2NC([H])C([H])C([H])C2[H])C2C([H])C([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""Br"",""Br""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
806,False,10,ZUPDUL,0,Pt,4,77d85ddc9d4822925b473ee08934808a5807b052c8b692382acff896905fac4e,FC(F)(F)C1=CC2=C3C=CC=C[N-]3->[Pt+2]3(<-N2=N1)<-N1=NC(C(F)(F)F)=CC1=C1C=CC=C[N-]->31,xyz/ZUPDUL.xyz,1440,20d057b8ade1208a12c3f339ed1d056796f7dba409264687e82cb7180745d2b2,41,cc40f11759b23a266286dd2cc7c32d8a17d165f34ad72d3b3f1338e774382741,"[""[H]C1NC(C2NNC(C(F)(F)F)C2[H])C([H])C([H])C1[H]"",""[H]C1NC(C2NNC(C(F)(F)F)C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
807,False,24,LATJUL,1,Fe,5,f9e1e79f6a1906a6b24c09bab3f4a8db60b22ee488328489417ca327796d45fd,Cc1ccccc1P(c1ccccc1C)P(c1ccccc1C)(c1ccccc1C)->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],xyz/LATJUL.xyz,2350,761e3d658f2e394cdad25715f2718bf1a39c430fab6dbd0d3eb62bb3f9c090e9,67,cc4c1c0bafc1ae71c1f379c13aee707ba98f3c9060429f6068103f78a72e6c81,"[""CO"",""CO"",""CO"",""CO"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
808,False,54,EGEPEN,2,Zn,6,194405d0a2960807433874e213c13e64a28ac5f9f80029fd9ed4d0864330f293,O=P12Nc3ccccn3->[Zn+2]34(<-[O-]1)(<-[O-]P(=O)(Nc1ccccn->31)Nc1ccccn->41)<-n1ccccc1N2,xyz/EGEPEN.xyz,1930,15d5ea7d32ccd869b7539f7b02e7855f96cb6e6f07e0824cb5f36ac220465d4b,55,cce7fe286d2ae492a0f51586bc6079345a2acdc7448843c187386add316e8a0e,"[""[H]C1NC(N([H])[PH](O)(O)N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C1NC(N([H])[PH](O)(O)N([H])C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]""]","[""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
809,False,39,DOYLEL,3,Ir,6,ce2cc0bc5abb015308625988d94889b37b821eb96ceb5f9a57588ea2aa61b0fb,c1ccc2-c3sc4ccccc4n3->[Ir+3]34(<-[O-]c2c1)(<-[c-]1ccccc1-c1sc2ccccc2n->31)<-[c-]1ccccc1-c1sc2ccccc2n->41,xyz/DOYLEL.xyz,2490,ffd76381680d8427e31df390b9e9164eefe652b189b46c428f6bf2542007eca4,71,ced427f1b441b48bb7aa388aab96f02355602e46c8b9373e7ce6c7375707d5f9,"[""[H]C1CC(C2NC3C([H])C([H])C([H])C([H])C3S2)C([H])C([H])C1[H]"",""[H]C1CC(C2NC3C([H])C([H])C([H])C([H])C3S2)C([H])C([H])C1[H]"",""[H]C1C([H])C([H])C(C2NC3C([H])C([H])C([H])C([H])C3S2)C(O)C1[H]""]","[""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
810,False,56,RUHNEN,1,Fe,5,b3ceede9594cb6131b68a36139dfd4a87b2f98c9cc9638c822b64ad6af383903,CCP1(CC)CCP(CC)(CC)->[Fe]<-12(<-[C-]#[O+])<-P(CC)(CC)CCP->2(CC)CC,xyz/RUHNEN.xyz,2630,0d44ad6ab77e75f21049c36e8f682006a3eeeed7ee72116c57038e49c702f3b7,75,cf39a4461e48406aa44da3b1455dc2ef51828c16af4125f477c45ee2f481971e,"[""CO"",""P"",""P"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
811,False,32,XARFIG,0,Pt,6,ad09d46672c26f9b35198a6c92d13cc19aa80de5e6a5e96f121c7d2dcb53f7e4,C[O-]->[Pt+4]1(<-[CH3-])(<-[CH3-])(<-[Cl-])<-n2ccccc2C(=O)c2ccccn->12,xyz/XARFIG.xyz,1301,04d8825044ae3c70914732f4bfaf619a26357b260a0c69917c08d7e33aa0be3d,37,cfc7641c16e320a37050097e63e9e1d08335b5e83a6c2ee77d0e0fb5f6aaa047,"[""[H]C1NC(C(O)C2NC([H])C([H])C([H])C2[H])C([H])C([H])C1[H]"",""[H]C([H])[H]"",""[H]C([H])[H]"",""[H]C([H])([H])O"",""Cl""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
812,False,21,NEQFAQ,2,Ni,5,7eadff9a96e850e8ce8cc913d80e85c9b651b456dc814efed2222b95898d2b01,CCP1(CC)CCP(CP2(CCP(CC)(CC)->[Ni+2]<-1<-2(<-[C-]#N)<-[C-]#N)c1ccccc1)c1ccccc1,xyz/NEQFAQ.xyz,2595,ad9795c08b0994bddb6d653f5131ccff6d7fb536b5098a24acb4b476f8eb7344,74,cfe297e6cc4e38aad727936a61d341dbe88e6a7f2cccffdda6729166d117ec32,"[""CN"",""CN"",""P"",""P"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
813,False,50,XAPZOD,4,Fe,5,65bec85e591a529df5004216641468631ff9ffc2035b008aecd55b1edb909dc8,[O+]#[C-]->[Fe](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(c1cccc(C(F)(F)F)c1)(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,xyz/XAPZOD.xyz,1825,b964d821ead0cbae953510f6b2b8b3ffb9dc3a34628dc8cdb9d25284ce373ac0,52,d07e114a49140b114919c5f8f6f84d79c6fbce6472fd244332a1832ae51aeb12,"[""CO"",""CO"",""CO"",""CO"",""P""]","[""SMILES"",""SMILES"",""SMILES"",""SMILES"",""SMILES""]","[""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred"",""low_confidence_distance_inferred""]"
